Date,S&P500,AAL,ALGT,ALk,DAL,HA,LUV,BCS,CS,DB,GS,MS,WFC,BHC,JNJ,MRK,PFE,RHHBY,UNH,AAPL,AMZN,GOOG,IBM,MSFT,FB
2013-06-10,1642.810059,17.26,100.809998,28.125,18.59,6.02,13.98,17.705069,29.01,45.706108,167.490005,27.15,41.27,85.110001,85.139999,48.459999,28.370001,31.26,63.68,15.674643,281.070007,443.447845,205.020004,35.470001,24.33
2013-06-11,1626.130005,16.92,101.209999,28.135,18.52,6.01,13.95,17.290323,28.74,44.723282,163.309998,26.09,40.66,83.769997,84.690002,47.560001,28.42,30.98,63.93,15.628572,274.779999,438.262299,203.979996,34.84,24.030001
2013-06-12,1612.52002,16.879999,100.769997,28.200001,18.07,6.09,13.87,16.903225,28.26,43.559162,161.860001,25.57,40.27,83.360001,83.739998,47.25,28.43,31.135,63.830002,15.435357,271.670013,434.361908,201.199997,35.0,23.77
2013-06-13,1636.359985,17.01,101.720001,28.465,18.709999,6.32,13.98,17.391705,28.860001,44.541985,165.820007,26.370001,40.939999,85.809998,84.910004,47.900002,29.08,31.065001,64.150002,15.57,275.790009,436.862518,203.770004,34.720001,23.73
2013-06-14,1626.72998,16.93,100.949997,28.01,18.85,6.29,13.87,17.059908,28.290001,43.645039,162.919998,25.83,40.16,84.199997,84.910004,47.950001,29.09,30.825001,63.799999,15.358929,273.98999,435.8862,202.199997,34.400002,23.629999
2013-06-17,1639.040039,16.950001,102.199997,27.665001,18.82,6.12,13.78,17.096775,28.540001,43.664124,164.110001,26.209999,40.610001,84.82,85.629997,47.799999,29.16,31.219999,64.370003,15.428572,278.059998,441.470276,203.039993,35.0,24.02
2013-06-18,1651.810059,17.219999,105.410004,28.139999,18.969999,6.2,13.86,17.290323,28.690001,44.236641,164.149994,26.32,40.84,85.860001,86.360001,47.75,29.4,31.225,65.68,15.420357,281.76001,448.628418,204.869995,34.98,24.209999
2013-06-19,1628.930054,17.059999,104.919998,27.415001,18.690001,6.11,13.69,16.995392,28.23,43.043892,161.559998,26.110001,40.66,86.410004,84.860001,47.580002,29.1,30.950001,65.260002,15.107142,278.160004,448.658325,201.940002,34.59,24.309999
2013-06-20,1588.189941,16.73,102.0,26.780001,18.41,6.16,13.53,16.276497,27.110001,41.564884,155.410004,25.15,40.09,83.839996,82.620003,46.310001,28.639999,29.955,63.799999,14.887143,273.440002,440.718079,197.350006,33.490002,23.9
2013-06-21,1592.430054,16.34,102.019997,26.075001,18.280001,6.11,13.48,16.147465,26.780001,41.812977,154.25,24.91,40.959999,84.419998,83.199997,47.0,28.459999,29.375,63.900002,14.767858,273.359985,438.82019,195.460007,33.27,24.530001
2013-06-24,1573.089966,16.129999,103.43,25.48,17.360001,5.77,13.31,15.9447,26.389999,40.954197,150.779999,24.4,39.799999,84.0,84.610001,46.41,27.709999,28.92,64.650002,14.376429,270.609985,433.270996,193.539993,33.720001,23.940001
2013-06-25,1588.030029,16.459999,106.580002,25.594999,18.15,5.87,13.35,16.230415,26.73,41.402672,153.059998,25.030001,40.299999,85.239998,85.349998,46.23,27.99,29.375,63.73,14.379642,272.089996,431.482697,194.979996,33.669998,24.25
2013-06-26,1603.26001,16.17,104.910004,25.209999,18.41,5.83,12.97,16.359447,26.73,41.774811,151.660004,24.879999,41.02,84.949997,86.989998,46.689999,28.1,30.24,64.779999,14.216785,277.570007,435.193787,194.860001,34.349998,24.16
2013-06-27,1613.199951,16.309999,105.400002,26.045,18.690001,6.12,13.04,16.129032,26.67,41.29771,153.509995,25.040001,41.560001,86.150002,86.709999,47.279999,28.18,30.77,66.089996,14.063571,277.549988,436.8974,195.649994,34.619999,24.66
2013-06-28,1606.280029,16.42,105.989998,26.0,18.709999,6.11,12.89,15.778802,26.459999,40.028625,151.25,24.43,41.27,86.080002,85.860001,46.450001,28.01,30.934999,65.480003,14.161786,277.690002,438.541229,191.110001,34.540001,24.879999
2013-07-01,1614.959961,16.799999,107.449997,26.424999,19.360001,6.27,13.11,15.907834,27.209999,40.057251,151.75,24.59,41.360001,88.0,86.629997,46.32,27.780001,30.99,65.629997,14.615,282.100006,442.282227,191.279999,34.360001,24.809999
2013-07-02,1614.079956,16.43,107.300003,25.975,18.99,6.16,12.71,15.695852,26.870001,39.246181,150.919998,24.440001,41.220001,89.989998,86.57,46.549999,27.700001,31.075001,65.269997,14.946072,283.730011,439.507629,191.5,33.939999,24.41
2013-07-03,1615.410034,16.75,107.470001,25.91,18.41,6.23,12.71,15.861752,26.57,39.169846,150.429993,24.040001,41.220001,89.5,86.779999,46.549999,27.65,31.1,65.540001,15.028571,284.029999,441.559937,193.25,34.009998,24.52
2013-07-05,1631.890015,16.84,106.93,26.139999,19.0,6.25,12.79,16.184332,27.360001,39.236641,153.240005,24.57,42.07,88.769997,87.870003,47.16,27.969999,31.09,66.169998,14.907857,285.880005,445.076752,194.929993,34.209999,24.370001
2013-07-08,1640.459961,16.940001,106.089996,25.975,19.030001,6.35,12.91,16.405529,27.389999,39.465649,153.809998,24.879999,42.830002,90.029999,88.589996,47.41,28.129999,31.190001,67.559998,14.823215,290.589996,450.855072,194.979996,34.330002,24.709999
2013-07-09,1652.319946,17.360001,98.480003,27.965,19.33,6.47,13.1,16.599079,27.34,39.742367,156.940002,25.440001,42.700001,89.959999,88.879997,47.619999,28.35,31.254999,67.970001,15.083928,291.529999,450.92981,191.300003,34.349998,25.48
2013-07-10,1652.619995,17.17,98.400002,28.77,18.700001,6.4,13.14,16.645161,27.58,40.811069,155.830002,25.34,42.07,90.199997,89.239998,47.959999,28.440001,31.575001,67.690002,15.026072,292.329987,451.303406,192.25,34.700001,25.799999
2013-07-11,1675.02002,17.370001,100.470001,29.780001,18.860001,6.42,13.29,17.050692,28.139999,41.765266,157.710007,25.549999,41.889999,92.470001,89.669998,48.310001,28.77,32.060001,68.360001,15.260357,299.660004,458.401794,192.800003,35.689999,25.809999
2013-07-12,1680.189941,17.559999,99.120003,30.535,19.290001,6.43,13.46,17.059908,28.299999,41.841602,160.110001,26.129999,42.630001,92.900002,89.989998,48.540001,28.809999,32.0,68.0,15.2325,307.549988,459.776642,192.070007,35.669998,25.91
2013-07-15,1682.5,17.76,102.739998,30.535,19.440001,6.43,13.48,17.253456,28.27,42.299618,163.0,26.690001,43.349998,93.800003,90.400002,48.52,28.790001,31.934999,67.620003,15.265715,306.570007,460.6185,194.0,36.169998,26.280001
2013-07-16,1676.26001,17.950001,103.089996,30.08,19.290001,6.41,13.4,17.179724,28.379999,42.051525,160.240005,26.379999,43.02,91.529999,90.400002,48.23,28.68,31.695,66.910004,15.364285,306.869995,458.087982,193.850006,36.27,26.32
2013-07-17,1680.910034,18.450001,105.790001,30.855,19.92,6.49,13.65,17.400921,28.49,42.194656,161.5,26.540001,43.509998,91.449997,90.129997,48.130001,28.68,31.225,66.230003,15.368215,308.690002,457.559967,194.550003,35.740002,26.65
2013-07-18,1689.369995,18.42,106.029999,30.934999,20.559999,6.73,13.78,17.815668,29.049999,43.225189,164.059998,27.700001,44.41,91.389999,90.169998,47.400002,28.49,31.09,70.550003,15.42,304.109985,453.639648,197.990005,35.439999,26.18
2013-07-19,1692.089966,18.23,105.330002,30.625,20.290001,6.66,13.81,17.926268,29.690001,44.017174,164.360001,27.6,44.450001,90.800003,92.230003,47.790001,29.09,31.205,71.449997,15.176785,305.230011,446.625946,193.539993,31.4,25.879999
2013-07-22,1695.530029,18.15,106.900002,31.08,20.370001,6.69,13.87,18.276497,30.379999,44.895039,166.25,27.610001,44.630001,90.809998,92.279999,47.720001,29.35,31.174999,72.18,15.225357,303.480011,453.649597,194.089996,32.009998,26.049999
2013-07-23,1692.390015,18.049999,94.5,31.0,20.450001,6.69,13.89,18.258064,30.110001,44.933205,166.259995,27.809999,44.57,90.489998,92.419998,47.93,29.42,30.98,72.690002,14.963928,301.059998,450.212494,194.979996,31.82,26.129999
2013-07-24,1685.939941,18.5,92.889999,30.58,20.799999,7.02,13.76,18.092165,30.07,45.410305,165.039993,27.73,44.310001,91.330002,92.360001,47.77,29.280001,31.365,72.529999,15.7325,298.940002,449.76416,196.610001,31.959999,26.51
2013-07-25,1690.25,18.83,93.769997,30.184999,21.48,7.42,13.81,18.341013,29.68,45.982826,165.910004,27.76,43.650002,91.989998,92.57,48.169998,29.190001,31.75,72.620003,15.660714,303.399994,442.192566,197.220001,31.389999,34.360001
2013-07-26,1691.650024,19.09,95.360001,31.290001,21.9,7.58,13.79,18.119816,29.66,45.85878,165.259995,27.700001,43.509998,91.959999,92.830002,48.490002,29.370001,31.5,72.209999,15.749643,312.01001,441.021942,197.350006,31.620001,34.009998
2013-07-29,1685.329956,19.23,96.830002,29.775,21.32,7.48,13.7,17.548388,29.370001,45.543892,163.169998,27.309999,43.25,91.699997,93.209999,48.34,29.540001,31.379999,72.790001,15.9925,306.100006,439.487701,196.210007,31.540001,35.43
2013-07-30,1685.959961,19.200001,98.279999,30.139999,21.190001,7.57,13.82,16.331797,29.120001,43.301525,162.429993,27.07,43.259998,91.0,93.169998,48.049999,29.67,30.875,72.269997,16.190001,302.410004,443.796539,196.009995,31.85,37.630001
2013-07-31,1685.72998,19.35,97.379997,30.584999,21.23,7.64,13.83,16.1106,29.280001,42.92939,164.029999,27.209999,43.5,93.599998,93.5,48.169998,29.23,30.655001,72.849998,16.161785,301.220001,442.217468,195.039993,31.84,36.799999
2013-08-01,1706.869995,19.379999,98.0,31.209999,22.049999,7.71,14.2,16.32258,29.879999,43.912212,167.490005,27.92,44.259998,96.040001,93.769997,48.580002,29.110001,30.735001,73.160004,16.309999,305.570007,450.421722,195.809998,31.67,37.490002
2013-08-02,1709.670044,18.92,97.82,31.559999,21.950001,7.63,14.19,16.101383,30.059999,43.730915,167.619995,27.85,44.490002,96.449997,94.389999,48.540001,29.370001,30.725,72.260002,16.519285,304.209991,451.592316,195.160004,31.889999,38.049999
2013-08-05,1707.140015,19.17,98.389999,31.02,21.709999,7.65,14.09,16.092165,29.75,43.225189,168.320007,27.85,44.34,95.57,93.800003,48.529999,29.190001,31.014999,73.339996,16.766071,300.98999,450.810242,195.5,31.700001,39.189999
2013-08-06,1697.369995,18.92,98.0,30.385,20.98,7.54,13.84,16.036867,29.790001,42.490459,164.779999,27.309999,44.029999,95.720001,93.809998,48.439999,29.34,31.389999,73.239998,16.616072,300.75,446.610992,190.990005,31.58,38.549999
2013-08-07,1690.910034,18.870001,97.910004,30.535,20.98,7.51,13.77,16.064516,29.940001,42.681297,163.449997,27.07,43.27,97.589996,93.660004,48.549999,29.26,31.540001,72.919998,16.606428,296.910004,443.662048,188.559998,32.060001,38.869999
2013-08-08,1697.47998,18.98,97.779999,30.959999,21.059999,7.44,13.86,16.552996,30.5,43.444656,162.839996,26.92,43.220001,101.68,93.339996,48.470001,29.129999,31.735001,73.18,16.464643,295.73999,444.6633,187.929993,32.889999,38.540001
2013-08-09,1691.420044,18.6,97.870003,30.094999,20.57,7.4,13.74,16.479263,31.110001,43.759541,162.130005,26.76,43.23,101.870003,92.360001,48.389999,29.209999,32.099998,72.93,16.230356,297.26001,443.54248,187.820007,32.700001,38.5
2013-08-12,1689.469971,18.82,97.620003,30.305,21.040001,7.37,13.72,16.294931,30.719999,43.559162,161.690002,26.620001,43.200001,101.949997,92.0,48.470001,29.190001,32.380001,72.389999,16.691429,296.690002,441.101654,189.089996,32.869999,38.220001
2013-08-13,1694.160034,16.360001,95.620003,29.34,19.549999,7.19,13.47,16.32258,30.6,43.36832,163.710007,26.959999,43.32,103.980003,93.010002,48.43,29.27,32.365002,73.349998,17.484642,293.970001,438.979584,188.419998,32.23,37.02
2013-08-14,1685.390015,16.17,94.419998,29.280001,19.040001,7.19,13.5,16.331797,30.91,42.958015,163.339996,26.790001,43.099998,103.900002,90.699997,48.57,29.030001,32.299999,72.489998,17.803572,291.339996,433.280945,187.529999,32.349998,36.650002
2013-08-15,1661.319946,15.72,95.050003,28.955,19.530001,7.11,13.32,16.359447,30.790001,42.958015,160.75,26.360001,42.990002,102.93,89.550003,47.970001,28.799999,32.049999,71.400002,17.782499,286.470001,428.224915,185.789993,31.790001,36.560001
2013-08-16,1655.829956,16.01,94.559998,29.245001,19.83,7.28,13.34,16.608295,31.33,43.339695,160.660004,26.469999,42.75,103.0,89.370003,47.700001,28.370001,31.99,71.43,17.940357,284.820007,426.855042,185.339996,31.799999,37.080002
2013-08-19,1646.060059,15.64,93.809998,28.695,19.129999,7.12,13.11,16.479263,30.48,42.585876,158.630005,25.809999,42.490002,101.059998,90.449997,47.580002,28.459999,32.255001,71.709999,18.133572,285.570007,431.20871,184.229996,31.389999,37.810001
2013-08-20,1652.349976,15.8,95.080002,29.219999,19.190001,7.24,13.15,16.506912,30.540001,42.566795,159.559998,26.309999,42.59,101.529999,89.730003,47.560001,28.530001,32.77,72.459999,17.895357,287.089996,431.094147,184.559998,31.620001,38.41
2013-08-21,1642.800049,15.81,94.449997,29.325001,19.559999,7.23,13.05,16.359447,30.040001,41.784351,157.110001,26.01,42.360001,99.769997,88.800003,47.459999,28.24,32.235001,71.849998,17.941429,284.570007,433.04184,184.860001,31.610001,38.32
2013-08-22,1656.959961,16.27,96.220001,30.125,20.25,7.28,13.19,16.368664,30.709999,42.814884,159.410004,26.219999,42.48,99.300003,88.260002,47.810001,28.16,32.794998,71.970001,17.962856,289.730011,435.223663,185.190002,32.389999,38.549999
2013-08-23,1663.5,16.16,95.449997,30.5,20.120001,7.13,13.27,16.543779,31.07,43.425571,158.649994,26.32,42.759998,99.519997,88.410004,47.73,28.34,32.775002,72.540001,17.893572,290.01001,433.480225,185.419998,34.75,40.549999
2013-08-26,1656.780029,16.209999,96.010002,30.16,20.27,7.23,13.27,16.37788,30.639999,42.948475,157.899994,26.379999,42.389999,99.599998,87.529999,47.619999,28.02,32.779999,72.379997,17.963215,286.209991,431.577332,184.740005,34.150002,41.34
2013-08-27,1630.47998,15.47,94.529999,28.485001,19.110001,7.06,12.8,15.824884,29.700001,41.335876,153.229996,25.450001,41.110001,95.800003,86.169998,47.110001,28.0,32.540001,71.519997,17.449642,280.929993,423.487671,182.740005,33.259998,39.639999
2013-08-28,1634.959961,15.34,93.25,28.415001,19.129999,7.02,12.77,16.239632,29.35,41.440838,152.970001,25.58,41.25,97.849998,86.529999,47.09,28.209999,31.76,71.540001,17.532143,281.579987,422.690643,182.160004,33.02,40.549999
2013-08-29,1638.170044,15.96,95.209999,28.865,19.639999,7.08,12.79,16.165899,29.200001,41.040077,153.630005,25.91,41.25,98.949997,86.57,47.099998,28.1,31.495001,72.440002,17.560715,283.980011,426.117798,182.639999,33.549999,41.279999
2013-08-30,1632.969971,16.16,94.510002,28.309999,19.73,7.0,12.81,16.101383,28.860001,41.431297,152.130005,25.76,41.080002,98.339996,86.410004,47.290001,28.209999,31.129999,71.739998,17.400715,280.980011,421.868744,182.270004,33.400002,41.290001
2013-09-03,1639.77002,16.389999,93.639999,28.245001,19.84,7.03,12.82,16.32258,29.33,41.946564,154.759995,26.27,41.389999,99.349998,86.419998,47.209999,28.01,31.219999,72.559998,17.449286,288.799988,428.583557,183.960007,31.879999,41.869999
2013-09-04,1653.079956,16.809999,94.599998,28.985001,20.309999,7.35,13.01,16.75576,29.540001,42.270992,155.740005,26.51,41.5,99.940002,86.900002,47.68,28.370001,31.52,73.349998,17.810358,293.640015,434.187561,183.130005,31.200001,41.779999
2013-09-05,1655.079956,16.99,94.699997,28.98,20.25,7.35,13.09,17.032259,29.52,42.261452,156.169998,26.65,41.82,99.800003,87.040001,47.509998,28.27,30.99,74.040001,17.688213,294.100006,438.137756,184.149994,31.23,42.66
2013-09-06,1655.170044,16.799999,93.220001,28.690001,19.889999,7.14,13.1,17.059908,29.51,42.45229,156.660004,26.809999,41.43,100.239998,87.160004,47.490002,28.280001,31.32,74.059998,17.793571,295.859985,438.147705,183.029999,31.15,43.950001
2013-09-09,1671.709961,17.469999,95.68,29.264999,21.76,7.27,13.27,17.428572,30.049999,43.225189,159.490005,27.440001,41.720001,101.330002,87.559998,47.740002,28.299999,31.695,74.25,18.077499,299.709991,442.366913,184.979996,31.66,44.040001
2013-09-10,1683.98999,18.120001,98.839996,30.709999,22.629999,7.46,13.9,17.760368,30.65,44.274811,165.139999,28.040001,42.450001,100.199997,88.529999,47.98,28.450001,31.809999,74.629997,17.665714,300.359985,442.675751,186.600006,32.389999,43.599998
2013-09-11,1689.130005,17.719999,98.279999,30.385,22.42,7.34,13.85,17.788019,31.01,44.770992,165.059998,28.25,42.5,100.260002,89.230003,48.139999,28.67,32.23,75.18,16.703928,299.640015,446.421692,190.699997,32.740002,45.040001
2013-09-12,1683.420044,17.629999,96.529999,29.65,22.17,7.33,13.75,17.769585,30.870001,44.379772,163.350006,28.02,42.259998,99.57,89.010002,47.849998,28.309999,32.080002,74.739998,16.881786,298.859985,444.862549,190.729996,32.689999,44.75
2013-09-13,1687.98999,17.870001,98.400002,30.17,22.469999,7.52,13.9,17.714285,30.66,44.303436,164.0,28.129999,42.189999,99.199997,88.57,47.790001,28.51,31.83,74.480003,16.603571,297.920013,442.875,192.169998,33.029999,44.310001
2013-09-16,1697.599976,18.07,98.440002,30.805,23.15,7.66,14.1,17.880184,30.870001,45.372139,167.029999,28.73,42.889999,101.220001,89.029999,48.189999,28.709999,31.77,75.120003,16.075714,296.059998,442.222443,193.149994,32.799999,42.509998
2013-09-17,1704.76001,18.719999,99.779999,31.190001,23.32,7.48,14.22,17.56682,30.860001,45.400764,167.419998,29.01,42.849998,102.769997,89.059998,48.009998,28.639999,31.795,74.309998,16.261429,304.170013,441.400513,192.160004,32.93,45.07
2013-09-18,1725.52002,18.68,101.5,31.305,23.309999,7.48,14.25,18.0553,31.690001,46.851147,168.059998,29.02,43.310001,102.830002,89.910004,48.400002,29.040001,32.884998,73.040001,16.595715,312.029999,449.973389,194.419998,33.32,45.23
2013-09-19,1722.339966,18.969999,102.989998,31.290001,23.450001,7.53,14.54,17.879999,31.309999,46.612595,167.779999,28.6,42.959999,106.120003,90.07,48.259998,28.84,33.02,70.839996,16.867857,312.059998,447.517609,193.389999,33.639999,45.98
2013-09-20,1709.910034,18.889999,97.910004,31.059999,23.299999,7.57,14.41,17.450001,30.879999,45.505726,169.75,28.190001,42.849998,104.410004,89.68,48.009998,28.969999,33.154999,70.57,16.693214,316.339996,449.868774,190.020004,32.790001,47.490002
2013-09-23,1701.839966,18.860001,97.230003,31.4,23.32,7.53,14.43,17.1,30.709999,45.458015,165.25,27.219999,42.310001,103.080002,89.089996,47.68,28.799999,32.919998,71.82,17.522858,311.48999,441.594788,190.990005,32.740002,47.189999
2013-09-24,1697.420044,18.99,100.860001,31.870001,23.76,7.53,14.7,17.360001,30.35,45.515266,162.970001,27.27,41.73,103.730003,88.220001,47.529999,28.709999,32.875,72.32,17.467857,314.130005,441.76416,189.970001,32.450001,48.450001
2013-09-25,1692.77002,19.18,101.300003,31.715,23.809999,7.72,14.59,17.35,30.200001,44.437023,162.309998,27.219999,41.810001,102.339996,87.080002,47.669998,28.49,33.040001,71.980003,17.1975,312.649994,436.977112,189.470001,32.509998,49.459999
2013-09-26,1698.670044,19.469999,103.190002,32.105,24.01,7.71,14.7,17.25,30.280001,44.17939,162.289993,27.15,41.610001,103.290001,87.07,47.68,28.52,33.384998,72.160004,17.365,318.119995,437.445343,190.220001,32.77,50.389999
2013-09-27,1691.75,19.08,106.080002,31.795,23.57,7.59,14.64,17.139999,30.67,44.083969,159.850006,27.08,41.59,104.720001,86.730003,47.790001,28.879999,33.715,71.989998,17.241072,316.01001,436.558685,186.919998,33.27,51.240002
2013-09-30,1681.550049,18.959999,105.360001,31.309999,23.59,7.44,14.56,17.040001,30.549999,43.778625,158.210007,26.950001,41.32,104.330002,86.690002,47.610001,28.73,33.764999,71.610001,17.026785,312.640015,436.31958,185.179993,33.279999,50.23
2013-10-01,1695.0,19.690001,107.120003,32.625,24.209999,7.52,14.73,17.42,31.309999,44.713741,159.0,27.139999,41.490002,108.160004,87.470001,48.740002,28.889999,33.865002,72.580002,17.427143,320.950012,441.843872,186.380005,33.580002,50.419998
2013-10-02,1693.869995,19.84,103.849998,32.450001,24.25,7.5,14.67,17.709999,31.49,44.971375,158.669998,27.120001,41.259998,109.800003,87.290001,48.369999,29.01,33.599998,72.57,17.484285,320.51001,442.337006,184.960007,33.919998,50.279999
2013-10-03,1678.660034,20.48,102.769997,32.400002,24.540001,7.51,14.72,17.620001,31.120001,44.732826,156.850006,26.85,41.0,111.400002,86.580002,48.360001,28.77,33.5,72.519997,17.264643,314.76001,436.409241,183.860001,33.860001,49.18
2013-10-04,1690.5,20.530001,102.599998,32.389999,25.190001,7.61,14.89,17.48,31.24,45.009541,156.550003,26.99,41.299999,111.010002,87.309998,48.23,29.0,32.945,72.989998,17.251072,319.040009,434.546204,184.100006,33.880001,51.040001
2013-10-07,1676.119995,20.389999,101.699997,32.310001,24.85,7.64,14.87,17.48,31.01,44.169846,154.25,26.84,40.619999,110.32,86.589996,47.889999,28.620001,32.705002,72.169998,17.419643,310.029999,431.253571,182.009995,33.299999,50.52
2013-10-08,1655.449951,20.02,98.93,30.665001,24.23,7.4,14.82,17.07,30.5,43.625954,153.050003,26.549999,40.240002,105.919998,85.610001,47.75,28.24,32.330002,71.480003,17.176428,303.230011,425.241089,178.720001,33.009998,47.139999
2013-10-09,1656.400024,20.059999,97.260002,30.719999,24.25,7.43,14.95,17.17,30.530001,43.921757,154.440002,26.77,40.360001,107.029999,85.959999,47.27,28.290001,31.959999,71.379997,17.378214,298.230011,426.332001,181.320007,33.07,46.77
2013-10-10,1692.560059,20.5,98.190002,31.195,24.51,7.68,15.12,17.709999,31.24,45.658398,158.009995,27.639999,41.439999,110.0,87.779999,47.490002,28.77,32.450001,73.980003,17.487143,305.170013,432.498901,184.770004,33.759998,49.049999
2013-10-11,1703.199951,20.719999,99.800003,31.25,24.4,7.7,15.23,17.85,31.440001,46.135498,160.0,27.950001,41.43,109.43,89.449997,47.290001,28.719999,32.869999,74.269997,17.600357,310.890015,434.366882,186.160004,34.130001,49.110001
2013-10-14,1710.140015,20.58,103.269997,31.764999,24.110001,7.97,15.31,17.84,31.67,46.488548,159.460007,28.18,41.75,109.779999,89.800003,46.75,29.35,33.169998,74.720001,17.715714,310.700012,436.419189,186.970001,34.450001,49.509998
2013-10-15,1698.060059,20.5,101.199997,31.35,24.02,7.87,15.2,17.799999,31.6,46.345421,157.630005,27.99,41.540001,109.730003,89.93,46.57,29.16,33.235001,73.870003,17.809999,306.399994,439.358185,184.660004,34.490002,49.5
2013-10-16,1721.540039,20.620001,103.220001,32.16,24.42,7.9,15.6,18.08,32.049999,47.337788,162.25,28.629999,42.209999,110.629997,91.110001,47.169998,29.799999,33.705002,75.190002,17.896786,310.48999,447.338257,186.729996,34.639999,51.139999
2013-10-17,1733.150024,21.0,105.230003,32.73,24.790001,8.02,16.01,18.030001,32.540001,47.9771,158.320007,28.93,42.68,112.0,91.970001,47.110001,30.26,34.025002,71.370003,18.017857,310.769989,442.735504,174.830002,34.919998,52.209999
2013-10-18,1744.5,21.139999,106.839996,32.764999,25.01,8.1,16.07,17.9,33.290001,48.492367,158.690002,29.690001,42.68,113.019997,91.629997,46.610001,30.51,33.674999,68.760002,18.174643,328.929993,503.816559,173.779999,34.959999,54.220001
2013-10-21,1744.660034,21.219999,106.970001,32.924999,24.690001,8.17,16.09,17.76,33.349998,47.824429,159.770004,29.43,42.619999,112.300003,91.199997,46.509998,30.4,33.799999,68.199997,18.620001,326.440002,499.776703,172.860001,34.990002,53.849998
2013-10-22,1754.670044,21.950001,107.43,33.275002,25.49,8.18,16.360001,17.719999,33.84,48.101147,159.25,29.459999,42.939999,112.529999,92.360001,46.470001,30.68,34.549999,68.860001,18.566786,332.540009,501.619812,174.970001,34.580002,52.68
2013-10-23,1746.380005,21.4,106.489998,33.514999,25.610001,7.7,16.41,17.309999,33.650002,47.251907,157.740005,29.08,42.759998,114.370003,92.099998,46.560001,30.6,34.814999,68.010002,18.748571,326.76001,513.779236,175.770004,33.759998,51.900002
2013-10-24,1752.069946,22.67,105.849998,34.84,26.32,7.87,17.02,17.280001,32.529999,47.604961,159.960007,29.389999,42.689999,114.290001,92.349998,46.220001,30.610001,34.75,67.610001,18.996786,332.209991,510.860168,177.800003,33.720001,52.450001
2013-10-25,1759.77002,22.15,106.519997,35.075001,26.309999,7.89,17.17,17.4,32.349998,47.528625,162.089996,29.23,42.860001,112.57,92.089996,46.540001,30.610001,34.84,67.620003,18.784286,363.390015,505.704498,176.850006,35.73,51.950001
2013-10-28,1762.109985,22.01,106.080002,35.055,26.139999,8.13,17.1,16.969999,32.119999,47.270992,161.449997,28.969999,42.830002,110.419998,92.389999,45.349998,30.74,34.855,66.940002,18.924286,358.160004,505.604858,177.350006,35.57,50.23
2013-10-29,1771.949951,22.370001,106.470001,35.275002,26.35,8.35,17.16,17.129999,31.57,47.318703,162.110001,29.360001,42.959999,111.059998,93.139999,45.580002,31.25,34.860001,68.080002,18.452858,362.700012,516.185181,182.119995,35.52,49.400002
2013-10-30,1763.310059,22.58,106.169998,34.869999,26.48,8.49,17.129999,17.17,31.32,46.526718,162.050003,29.110001,43.099998,109.059998,92.790001,45.240002,30.93,34.849998,68.010002,18.746429,361.079987,513.286072,180.149994,35.540001,49.009998
2013-10-31,1756.540039,21.969999,104.269997,35.330002,26.379999,8.24,17.219999,16.809999,31.129999,46.106869,160.860001,28.73,42.689999,105.720001,92.610001,45.09,30.690001,34.669998,68.260002,18.667856,364.029999,513.365784,179.210007,35.41,50.209999
2013-11-01,1761.640015,22.440001,105.57,36.099998,26.700001,8.36,17.469999,16.370001,30.85,45.734734,162.050003,29.200001,42.669998,111.199997,93.370003,45.23,31.17,34.73,68.629997,18.5725,359.0,511.602386,179.229996,35.529999,49.75
2013-11-04,1767.930054,22.709999,105.57,36.389999,27.440001,8.31,17.870001,16.370001,28.68,45.314884,163.160004,29.34,42.700001,110.330002,93.029999,45.720001,31.26,34.919998,68.949997,18.8125,358.73999,511.13913,180.270004,35.939999,48.220001
2013-11-05,1762.969971,22.68,107.760002,36.209999,27.459999,8.28,17.870001,16.040001,28.48,44.379772,161.949997,28.99,42.630001,109.449997,92.809998,45.360001,31.24,34.419998,68.720001,18.766071,358.890015,508.852692,177.850006,36.639999,50.110001
2013-11-06,1770.48999,22.4,105.769997,36.014999,26.879999,8.25,17.799999,16.379999,29.42,44.704197,163.520004,29.129999,42.439999,106.449997,93.040001,45.959999,30.969999,34.639999,70.290001,18.604286,356.179993,509.465393,179.190002,38.18,49.119999
2013-11-07,1747.150024,22.08,104.839996,35.305,26.68,8.2,17.57,16.1,29.15,44.169846,159.639999,28.719999,41.709999,103.040001,92.690002,45.82,30.91,34.09,69.760002,18.303215,343.559998,502.093018,180.0,37.5,47.560001
2013-11-08,1770.609985,23.209999,106.199997,36.369999,26.889999,8.27,17.690001,16.459999,29.07,44.446564,163.169998,29.440001,42.709999,105.440002,94.050003,46.799999,31.32,34.244999,70.5,18.591429,350.309998,506.11795,179.990005,37.779999,47.529999
2013-11-11,1771.890015,23.27,105.5,36.68,27.469999,8.32,17.809999,16.469999,29.059999,44.427483,163.839996,30.09,42.75,105.160004,94.290001,47.0,31.24,34.330002,70.5,18.5375,354.380005,503.408112,182.880005,37.59,46.200001
2013-11-12,1767.689941,23.52,107.790001,37.404999,28.120001,8.24,18.030001,16.27,29.049999,43.998093,162.889999,29.76,42.279999,105.739998,93.559998,47.59,31.379999,34.439999,69.949997,18.571785,349.529999,504.000885,183.070007,37.360001,46.610001
